instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14041	14033	0.0005700848001140169
ta002	15195	15151	0.002904098739357138
ta003	13317	13301	0.0012029170739042178
ta004	15538	15447	0.005891111542694374
ta005	13529	13529	0.0
ta006	13123	13123	0.0
ta007	13573	13548	0.0018452908178328905
ta008	13953	13948	0.0003584743332377402
ta009	14320	14295	0.0017488632388947185
ta010	13002	12943	0.004558448582245229
ta011	20958	20911	0.002247620869398881
ta012	22440	22440	0.0
ta013	19833	19833	0.0
ta014	18833	18710	0.006574024585783004
ta015	18738	18541	0.010625101127231541
ta016	19335	19245	0.004676539360872954
ta017	18363	18363	0.0
ta018	20275	20241	0.0016797589051924312
ta019	20330	20330	0.0
ta020	21335	21320	0.0007035647279549719
ta021	33812	33623	0.005621152187490706
ta022	31652	31587	0.002057808592142337
ta023	33920	33920	0.0
ta024	31661	31611	0.0015817278795356047
ta025	34671	34557	0.00329889747373904
ta026	32564	32564	0.0
ta027	32922	32922	0.0
ta028	32481	32412	0.0021288411699370603
ta029	33623	33600	0.0006845238095238096
ta030	32269	32262	0.000216973529229434
ta031	65047	64802	0.0037807475077929692
ta032	68918	68051	0.012740444666500124
ta033	63931	63162	0.012175041955606218
ta034	69548	68226	0.019376777181719578
ta035	69982	69351	0.009098643134201381
ta036	67259	66841	0.006253646713843299
ta037	66772	66253	0.007833607534753144
ta038	65405	64332	0.01667910215755767
ta039	63699	62981	0.011400263571553326
ta040	69629	68770	0.012490911734768068
ta041	89538	87114	0.027825607824230318
ta042	84317	82820	0.01807534411977783
ta043	81237	79931	0.016339092467253007
ta044	87816	86446	0.015848043865534553
ta045	87734	86377	0.015710200632112717
ta046	88779	86587	0.0253155785510527
ta047	90002	88750	0.014107042253521126
ta048	88875	86727	0.024767373482306548
ta049	87504	85441	0.024145316651256424
ta050	89305	87998	0.014852610286597423
ta051	128575	125831	0.021807026885266746
ta052	120557	119247	0.010985601314917775
ta053	119923	116459	0.02974437355635889
ta054	123711	120261	0.02868760446029885
ta055	122221	118184	0.034158600148920325
ta056	122985	120586	0.019894515117841207
ta057	126030	122880	0.025634765625
ta058	124414	122489	0.015715696919723403
ta059	123454	121872	0.012980832348693712
ta060	127318	123954	0.02713909998870549
ta061	256118	253266	0.011260887762273656
ta062	245771	242281	0.014404761413400143
ta063	240305	237832	0.010398096135086953
ta064	230483	227738	0.012053324434218268
ta065	243516	240301	0.01337905377006338
ta066	235619	232342	0.014104208451334671
ta067	242611	240366	0.009339923283659086
ta068	234513	230945	0.0154495659139622
ta069	250755	247921	0.01143106070078775
ta070	245559	242933	0.010809564777119618
ta071	307078	298385	0.029133502019203377
ta072	279308	274384	0.017945652807743892
ta073	297075	288114	0.031102272017326474
ta074	309269	301044	0.027321587542020437
ta075	292141	284681	0.026204769549074226
ta076	277023	269686	0.027205713311035797
ta077	289349	279463	0.035374987028694314
ta078	297833	290908	0.02380477676791288
ta079	310370	301970	0.02781733284763387
ta080	301045	291283	0.03351379929484385
ta081	382323	365463	0.04613326109619852
ta082	385834	372449	0.03593780624998322
ta083	383678	370027	0.0368919024827918
ta084	390822	372393	0.04948804086005913
ta085	381874	368915	0.03512733285445157
ta086	388622	370908	0.047758473799432745
ta087	391635	373408	0.04881255891678807
ta088	399289	384525	0.03839542292438723
ta089	389971	374423	0.041525226815660364
ta090	394474	379296	0.0400162406141905
ta091	1068071	1046314	0.020793949043977238
ta092	1052274	1034195	0.01748122936196752
ta093	1075041	1046902	0.02687835155535093
ta094	1048654	1030481	0.017635453734712238
ta095	1060945	1034027	0.02603220225390633
ta096	1023330	1006195	0.01702950223366246
ta097	1069566	1053051	0.015683001108208434
ta098	1053170	1044875	0.007938748654145233
ta099	1039888	1026137	0.013400744734864838
ta100	1044747	1030299	0.014023113678650567
ta101	1264583	1227733	0.03001466931327903
ta102	1285425	1245271	0.03224519000281866
ta103	1304296	1269673	0.027269226013312088
ta104	1280772	1238349	0.0342577092564374
ta105	1266311	1227214	0.031858339295347024
ta106	1264609	1227604	0.030144085552018404
ta107	1289149	1243707	0.03653754461460778
ta108	1288795	1246123	0.03424381060296616
ta109	1268655	1234936	0.027304248965128557
ta110	1291553	1250596	0.032749984807243906
ta111	6765712	6698656	0.010010366258544998
ta112	6912794	6770735	0.020981326251876643
ta113	6863931	6739645	0.01844103064775667
ta114	6911290	6785991	0.01846436283219356
ta115	6850759	6729486	0.0180211386129639
ta116	6793473	6724085	0.010319322257229051
ta117	6808324	6691468	0.017463432538271123
ta118	6852690	6783916	0.010137802413827057
ta119	6788450	6711305	0.01149478380136203
ta120	6854166	6755722	0.014571943605731556
