instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14034	14033	7.126060001425212e-05
ta002	15313	15151	0.010692363540360373
ta003	13475	13301	0.013081723178708368
ta004	15634	15447	0.01210591053278954
ta005	13649	13529	0.008869835168896445
ta006	13256	13123	0.01013487769564886
ta007	13581	13548	0.002435783879539415
ta008	14013	13948	0.004660166332090623
ta009	14295	14295	0.0
ta010	12978	12943	0.0027041644131963224
ta011	21181	20911	0.01291186456888719
ta012	22910	22440	0.02094474153297683
ta013	20069	19833	0.011899359653103413
ta014	18792	18710	0.004382683057188669
ta015	18789	18541	0.013375761825144274
ta016	19350	19245	0.005455962587685113
ta017	18462	18363	0.005391275935304689
ta018	20275	20241	0.0016797589051924312
ta019	20330	20330	0.0
ta020	21352	21320	0.00150093808630394
ta021	33932	33623	0.009190137703357821
ta022	32013	31587	0.013486560926963624
ta023	34124	33920	0.006014150943396227
ta024	31871	31611	0.008224984973585144
ta025	34701	34557	0.004167028387880892
ta026	32820	32564	0.007861442083282152
ta027	33231	32922	0.009385821031529068
ta028	32561	32412	0.0045970628162408985
ta029	33814	33600	0.006369047619047619
ta030	32671	32262	0.012677453350691216
ta031	65552	64802	0.011573716860590723
ta032	68985	68051	0.01372500036737153
ta033	64794	63162	0.025838320509166905
ta034	69640	68226	0.020725236713276463
ta035	70662	69351	0.01890383700307133
ta036	67808	66841	0.014467168354752322
ta037	66819	66253	0.00854300937316046
ta038	65491	64332	0.018015917428340484
ta039	63904	62981	0.01465521347708039
ta040	70134	68770	0.01983423004216955
ta041	90104	87114	0.034322841334343504
ta042	85590	82820	0.03344602752958223
ta043	82286	79931	0.029462911761394203
ta044	88632	86446	0.025287462693473383
ta045	89055	86377	0.031003623649814186
ta046	90023	86587	0.03968263134188735
ta047	91151	88750	0.027053521126760564
ta048	89368	86727	0.03045187773127169
ta049	87920	85441	0.02901417352324996
ta050	90631	87998	0.029921134571240255
ta051	131233	125831	0.042930597388560844
ta052	121782	119247	0.02125839643764623
ta053	120719	116459	0.03657939704101873
ta054	125805	120261	0.04609973308054981
ta055	123690	118184	0.04658837067623367
ta056	124460	120586	0.03212644917320419
ta057	128356	122880	0.04456380208333333
ta058	127851	122489	0.04377535942002955
ta059	126479	121872	0.03780195615071551
ta060	128963	123954	0.04041015215321813
ta061	257937	253266	0.01844305986591173
ta062	246573	242281	0.017714967331321895
ta063	240598	237832	0.011630058192337448
ta064	231436	227738	0.016237957653092588
ta065	244430	240301	0.01718261680142821
ta066	236092	232342	0.016140000516480017
ta067	244362	240366	0.016624647412695637
ta068	234982	230945	0.01748035246487259
ta069	251998	247921	0.016444754579079627
ta070	248730	242933	0.023862546463428187
ta071	308510	298385	0.033932670878227794
ta072	283042	274384	0.03155431803603709
ta073	300509	288114	0.0430211652332063
ta074	310387	301044	0.03103533038359841
ta075	293442	284681	0.03077479705354414
ta076	277613	269686	0.029393442744525114
ta077	292126	279463	0.04531190175443619
ta078	299682	290908	0.030160738102767884
ta079	314628	301970	0.04191807133158923
ta080	305400	291283	0.0484648949646907
ta081	386728	365463	0.05818646484049001
ta082	392373	372449	0.053494572411256304
ta083	390629	370027	0.05567701816353942
ta084	394915	372393	0.060479117491467345
ta085	386051	368915	0.04644972419120936
ta086	393094	370908	0.0598153720059961
ta087	399160	373408	0.06896477847287685
ta088	402657	384525	0.04715428125609518
ta089	398854	374423	0.06524973091930784
ta090	400754	379296	0.05657323040580444
ta091	1072771	1046314	0.02528590843666433
ta092	1054338	1034195	0.01947698451452579
ta093	1082252	1046902	0.03376629331112177
ta094	1057695	1030481	0.02640902646434044
ta095	1068858	1034027	0.03368480706983473
ta096	1028389	1006195	0.02205735468770964
ta097	1072393	1053051	0.01836758143717636
ta098	1056050	1044875	0.010695059217609762
ta099	1043880	1026137	0.01729106347398057
ta100	1051899	1030299	0.02096478789167028
ta101	1277940	1227733	0.040894070616331074
ta102	1301709	1245271	0.045321861667058816
ta103	1311530	1269673	0.03296675600725541
ta104	1287620	1238349	0.039787652753787504
ta105	1270736	1227214	0.03546406739166926
ta106	1278618	1227604	0.041555745989749135
ta107	1301476	1243707	0.046449043062393315
ta108	1295567	1246123	0.039678266110167296
ta109	1272297	1234936	0.03025338964934215
ta110	1293883	1250596	0.03461309647560044
ta111	6770710	6698656	0.010756486077207129
ta112	6916837	6770735	0.021578454924022283
ta113	6869431	6739645	0.01925709736937183
ta114	6913040	6785991	0.018722247052788604
ta115	6861538	6729486	0.01962289541875858
ta116	6793473	6724085	0.010319322257229051
ta117	6804163	6691468	0.0168415958949516
ta118	6852495	6783916	0.010109057954137404
ta119	6789282	6711305	0.011618753729714265
ta120	6860331	6755722	0.015484503358782377
