instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14033	14033	0.0
ta002	15303	15151	0.010032341099597386
ta003	13334	13301	0.002481016464927449
ta004	15601	15447	0.009969573379944325
ta005	13612	13529	0.006134969325153374
ta006	13170	13123	0.0035814981330488456
ta007	13651	13548	0.007602598169471508
ta008	14041	13948	0.006667622598221967
ta009	14349	14295	0.003777544596012592
ta010	13080	12943	0.010584872131654176
ta011	21213	20911	0.014442159628903448
ta012	22440	22440	0.0
ta013	20046	19833	0.010739676297080622
ta014	18872	18710	0.008658471405665419
ta015	18773	18541	0.012512809449328515
ta016	19358	19245	0.005871654975318264
ta017	18387	18363	0.0013069759843162881
ta018	20334	20241	0.00459463465243812
ta019	20449	20330	0.005853418593212002
ta020	21363	21320	0.002016885553470919
ta021	33812	33623	0.005621152187490706
ta022	31597	31587	0.0003165859372526672
ta023	34103	33920	0.00539504716981132
ta024	31707	31611	0.003036917528708361
ta025	34832	34557	0.007957866712966982
ta026	32714	32564	0.004606313720673136
ta027	33137	32922	0.006530587449122167
ta028	32484	32412	0.0022213994816734544
ta029	33849	33600	0.007410714285714286
ta030	32523	32262	0.008090013018411753
ta031	65306	64802	0.007777537730316966
ta032	69027	68051	0.014342184538067038
ta033	64332	63162	0.018523795953263037
ta034	69391	68226	0.017075601676780114
ta035	70640	69351	0.018586610142607894
ta036	67925	66841	0.01621759099953621
ta037	66816	66253	0.008497728404751484
ta038	65385	64332	0.016368214885282596
ta039	63885	62981	0.01435353519315349
ta040	69949	68770	0.017144103533517523
ta041	90098	87114	0.034253966067451846
ta042	84901	82820	0.025126780970780006
ta043	82172	79931	0.0280366816379127
ta044	88006	86446	0.01804594775929482
ta045	88993	86377	0.03028583998055038
ta046	89545	86587	0.034162172150553775
ta047	90760	88750	0.022647887323943662
ta048	89075	86727	0.027073460398722427
ta049	87729	85441	0.026778712795964468
ta050	90427	87998	0.02760290006591059
ta051	129584	125831	0.029825718622596975
ta052	122616	119247	0.028252283076303807
ta053	120134	116459	0.03155616998256897
ta054	125511	120261	0.043655050265672166
ta055	121990	118184	0.03220402084884587
ta056	124017	120586	0.02845272253827144
ta057	128092	122880	0.04241536458333333
ta058	127659	122489	0.042207871727257144
ta059	125645	121872	0.030958710778521727
ta060	128073	123954	0.033230069219226485
ta061	257816	253266	0.01796530130376758
ta062	246505	242281	0.017434301492894613
ta063	240581	237832	0.011558579165124962
ta064	231373	227738	0.015961323977553152
ta065	244315	240301	0.016704050336869176
ta066	236025	232342	0.01585163250725224
ta067	244433	240366	0.016920030287145435
ta068	234772	230945	0.01657104505401719
ta069	251885	247921	0.015988964226507637
ta070	248059	242933	0.021100468030279953
ta071	307845	298385	0.031704006568694806
ta072	281837	274384	0.027162662545921045
ta073	298660	288114	0.03660356664375907
ta074	309807	301044	0.029108701718021286
ta075	293223	284681	0.030005514944797862
ta076	277773	269686	0.029986725302759507
ta077	290328	279463	0.03887813413582478
ta078	298715	290908	0.026836663137486765
ta079	314102	301970	0.040176176441368346
ta080	304336	291283	0.04481208996062249
ta081	386888	365463	0.058624265657535785
ta082	390965	372449	0.049714189056756765
ta083	389016	370027	0.0513178768035846
ta084	394435	372393	0.05919015663559734
ta085	384789	368915	0.04302888199178673
ta086	393172	370908	0.060025666742157084
ta087	395921	373408	0.060290620447339106
ta088	401192	384525	0.043344385930693716
ta089	396593	374423	0.05921110615533768
ta090	399712	379296	0.05382603560280098
ta091	1070501	1046314	0.023116387623600562
ta092	1053604	1034195	0.018767253757753614
ta093	1081782	1046902	0.033317349665966826
ta094	1056501	1030481	0.025250344256711188
ta095	1068461	1034027	0.033300871253845406
ta096	1026662	1006195	0.020340987581929943
ta097	1072174	1053051	0.018159614301681493
ta098	1055176	1044875	0.009858595525780596
ta099	1042403	1026137	0.01585168452165744
ta100	1049877	1030299	0.019002250802922258
ta101	1275906	1227733	0.03923735861135931
ta102	1300128	1245271	0.04405225850437375
ta103	1311290	1269673	0.032777730959073714
ta104	1287651	1238349	0.039812686084456
ta105	1270718	1227214	0.03544940002314185
ta106	1276950	1227604	0.04019700163896501
ta107	1298582	1243707	0.04412212844343563
ta108	1294289	1246123	0.03865268516831805
ta109	1272084	1234936	0.030080911075553714
ta110	1295229	1250596	0.035689383302041584
ta111	6770710	6698656	0.010756486077207129
ta112	6917121	6770735	0.021620400148580618
ta113	6871170	6739645	0.019515122829169784
ta114	6918557	6785991	0.01953524547851596
ta115	6861538	6729486	0.01962289541875858
ta116	6793473	6724085	0.010319322257229051
ta117	6809861	6691468	0.017693128025120946
ta118	6852778	6783916	0.0101507742725588
ta119	6789282	6711305	0.011618753729714265
ta120	6860331	6755722	0.015484503358782377
