instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14092	14033	0.004204375400840875
ta002	15231	15151	0.005280179526103887
ta003	13449	13301	0.011126982933614015
ta004	15533	15447	0.005567424095293584
ta005	13618	13529	0.006578461083598197
ta006	13211	13123	0.006705783738474434
ta007	13620	13548	0.005314437555358724
ta008	13948	13948	0.0
ta009	14339	14295	0.0030779993004547046
ta010	12979	12943	0.0027814262535733603
ta011	21100	20911	0.009038305198221032
ta012	22559	22440	0.005303030303030303
ta013	19986	19833	0.007714415368325518
ta014	18817	18710	0.005718866916087654
ta015	18644	18541	0.0055552559193139525
ta016	19357	19245	0.00581969342686412
ta017	18419	18363	0.003049610630071339
ta018	20275	20241	0.0016797589051924312
ta019	20346	20330	0.0007870142646335465
ta020	21323	21320	0.00014071294559099437
ta021	34133	33623	0.015168188442435239
ta022	31834	31587	0.00781967265014088
ta023	34031	33920	0.0032724056603773586
ta024	31754	31611	0.00452374173547183
ta025	34664	34557	0.0030963335937726076
ta026	32564	32564	0.0
ta027	33106	32922	0.005588967863434785
ta028	32456	32412	0.001357521905467111
ta029	33752	33600	0.004523809523809524
ta030	32315	32262	0.001642799578451429
ta031	65388	64802	0.009042930773741551
ta032	69076	68051	0.015062232737211797
ta033	64650	63162	0.02355846869953453
ta034	69534	68226	0.01917157681822179
ta035	70529	69351	0.016986056437542356
ta036	67719	66841	0.013135650274532099
ta037	66831	66253	0.008724133246796372
ta038	65349	64332	0.015808617795187465
ta039	64081	62981	0.017465584858925708
ta040	69945	68770	0.017085938636033155
ta041	90098	87114	0.034253966067451846
ta042	84831	82820	0.024281574498913307
ta043	81752	79931	0.022782149604033478
ta044	88218	86446	0.020498345788122065
ta045	88447	86377	0.023964712828646515
ta046	90075	86587	0.04028318338780648
ta047	90607	88750	0.020923943661971832
ta048	89450	86727	0.031397373367002206
ta049	87744	85441	0.026954272538945005
ta050	89700	87998	0.01934134866701516
ta051	129183	125831	0.02663890456246871
ta052	121592	119247	0.01966506494922304
ta053	120000	116459	0.030405550451231764
ta054	125007	120261	0.039464165440167634
ta055	123675	118184	0.0464614499424626
ta056	124650	120586	0.03370208813626789
ta057	126981	122880	0.0333740234375
ta058	128137	122489	0.04611026296238846
ta059	126525	121872	0.03817940133910989
ta060	128748	123954	0.0386756377365797
ta061	257533	253266	0.016847899046851928
ta062	246617	242281	0.017896574638539546
ta063	240477	237832	0.01112129570453093
ta064	231527	227738	0.016637539628871774
ta065	244395	240301	0.017036966138301548
ta066	235950	232342	0.01552883249692264
ta067	244149	240366	0.015738498789346248
ta068	234896	230945	0.017107969429950853
ta069	251976	247921	0.0163560166343311
ta070	249572	242933	0.02732852267909259
ta071	307570	298385	0.030782378470767632
ta072	282407	274384	0.02924004315120415
ta073	299521	288114	0.0395919670685909
ta074	309639	301044	0.028550643759716186
ta075	292991	284681	0.02919056768804381
ta076	277742	269686	0.029871776807101593
ta077	292406	279463	0.046313823296822834
ta078	298435	290908	0.02587415952809823
ta079	314366	301970	0.04105043547372256
ta080	304030	291283	0.043761565213211895
ta081	386914	365463	0.05869540829030572
ta082	389227	372449	0.04504777835354639
ta083	390315	370027	0.0548284314387869
ta084	396687	372393	0.0652375313177208
ta085	385873	368915	0.04596722822330347
ta086	392868	370908	0.05920605648840144
ta087	395813	373408	0.06000139257862713
ta088	402427	384525	0.04655614069306287
ta089	397242	374423	0.060944439844774496
ta090	399520	379296	0.05331983464101915
ta091	1070501	1046314	0.023116387623600562
ta092	1053384	1034195	0.01855452791784915
ta093	1079721	1046902	0.031348684022000146
ta094	1053300	1030481	0.022144027886006633
ta095	1068084	1034027	0.03293627729256586
ta096	1027273	1006195	0.020948225741531216
ta097	1072094	1053051	0.018083644571820358
ta098	1055502	1044875	0.010170594568728316
ta099	1042744	1026137	0.016183998822769278
ta100	1051322	1030299	0.02040475628919372
ta101	1275449	1227733	0.03886512784131403
ta102	1300128	1245271	0.04405225850437375
ta103	1310127	1269673	0.03186174707975991
ta104	1286151	1238349	0.038601395890819144
ta105	1270952	1227214	0.03564007581399821
ta106	1276950	1227604	0.04019700163896501
ta107	1298151	1243707	0.04377558379907808
ta108	1295436	1246123	0.039573140051182745
ta109	1272297	1234936	0.03025338964934215
ta110	1295757	1250596	0.03611158199770349
ta111	6770710	6698656	0.010756486077207129
ta112	6912947	6770735	0.021003923503135184
ta113	6862658	6739645	0.01825214829564465
ta114	6907251	6785991	0.017869166051060193
ta115	6861522	6729486	0.019620517822609335
ta116	6793473	6724085	0.010319322257229051
ta117	6810722	6691468	0.017821799342087566
ta118	6852778	6783916	0.0101507742725588
ta119	6789282	6711305	0.011618753729714265
ta120	6860331	6755722	0.015484503358782377
