instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14118	14033	0.0060571510012114305
ta002	15359	15151	0.013728466767870108
ta003	13443	13301	0.010675889030899933
ta004	15637	15447	0.012300123001230012
ta005	13611	13529	0.0060610540320792375
ta006	13170	13123	0.0035814981330488456
ta007	13744	13548	0.01446708001180986
ta008	14014	13948	0.00473186119873817
ta009	14381	14295	0.006016089541797831
ta010	13091	12943	0.011434752375801592
ta011	21278	20911	0.017550571469561474
ta012	22817	22440	0.01680035650623886
ta013	20053	19833	0.011092623405435386
ta014	18843	18710	0.007108498129342598
ta015	18751	18541	0.011326249932581845
ta016	19388	19245	0.007430501428942583
ta017	18448	18363	0.004628873277786854
ta018	20241	20241	0.0
ta019	20542	20330	0.010427939006394491
ta020	21323	21320	0.00014071294559099437
ta021	34189	33623	0.01683371501650656
ta022	32298	31587	0.022509260138664642
ta023	34317	33920	0.011704009433962263
ta024	31855	31611	0.0077188320521337506
ta025	34879	34557	0.009317938478455884
ta026	32768	32564	0.006264586660115465
ta027	33410	32922	0.014822914768240082
ta028	32666	32412	0.007836603727014686
ta029	33913	33600	0.00931547619047619
ta030	32533	32262	0.00839997520302523
ta031	65634	64802	0.012839109904015308
ta032	69076	68051	0.015062232737211797
ta033	65093	63162	0.03057217947500079
ta034	69655	68226	0.02094509424559552
ta035	70981	69351	0.023503626479791206
ta036	68226	66841	0.020720815068595622
ta037	66913	66253	0.009961813049975095
ta038	65736	64332	0.02182428651371013
ta039	64375	62981	0.022133659357584032
ta040	70234	68770	0.021288352479278756
ta041	90126	87114	0.03457538397961292
ta042	86397	82820	0.04319005071238831
ta043	82420	79931	0.03113935769601281
ta044	88957	86446	0.02904703514332647
ta045	89192	86377	0.032589694015768084
ta046	90492	86587	0.04509914883296569
ta047	91388	88750	0.02972394366197183
ta048	90353	86727	0.0418093557946199
ta049	87926	85441	0.029084397420442176
ta050	90588	87998	0.02943248710197959
ta051	131901	125831	0.04823930509969721
ta052	122812	119247	0.02989593029594036
ta053	121243	116459	0.04107883461132244
ta054	126153	120261	0.04899343926958864
ta055	125653	118184	0.06319806403574088
ta056	126542	120586	0.049392135073723316
ta057	129004	122880	0.04983723958333333
ta058	128443	122489	0.04860844647274449
ta059	126403	121872	0.037178351056846526
ta060	129096	123954	0.04148313083885958
ta061	257876	253266	0.018202206375905174
ta062	246792	242281	0.018618876428609755
ta063	240572	237832	0.01152073732718894
ta064	231699	227738	0.017392793473201662
ta065	244573	240301	0.017777703796488572
ta066	236217	232342	0.016678000533696016
ta067	244475	240366	0.017094763818510106
ta068	235013	230945	0.017614583558856006
ta069	252231	247921	0.01738457008482541
ta070	249649	242933	0.027645482499289928
ta071	308214	298385	0.032940663907367995
ta072	282408	274384	0.02924368767858184
ta073	301246	288114	0.045579180463288835
ta074	310828	301044	0.03250023252414929
ta075	293500	284681	0.030978533867732656
ta076	278151	269686	0.03138835534658826
ta077	292699	279463	0.047362262625106004
ta078	298823	290908	0.027207914529679487
ta079	316478	301970	0.04804450773255622
ta080	305487	291283	0.04876357356934665
ta081	387689	365463	0.060816005997871195
ta082	393994	372449	0.05784684614537829
ta083	390994	370027	0.0566634326684269
ta084	396932	372393	0.06589543842123778
ta085	387911	368915	0.05149153599067536
ta086	394504	370908	0.06361685377506013
ta087	398416	373408	0.06697231982174993
ta088	404679	384525	0.05241271698849229
ta089	398088	374423	0.06320391642607426
ta090	402801	379296	0.06197007086813465
ta091	1072543	1046314	0.025068000619316955
ta092	1054338	1034195	0.01947698451452579
ta093	1084994	1046902	0.036385449640940606
ta094	1058423	1030481	0.027115492667987087
ta095	1068377	1034027	0.033219635464064284
ta096	1028389	1006195	0.02205735468770964
ta097	1072522	1053051	0.01849008262657744
ta098	1056050	1044875	0.010695059217609762
ta099	1044260	1026137	0.017661384396040685
ta100	1055178	1030299	0.024147359164669674
ta101	1279183	1227733	0.041906505730480485
ta102	1302848	1245271	0.04623652201006849
ta103	1311981	1269673	0.03332196557696352
ta104	1287873	1238349	0.03999195703311425
ta105	1271579	1227214	0.036150989151036414
ta106	1280826	1227604	0.043354371605175614
ta107	1303158	1243707	0.047801451628076384
ta108	1297110	1246123	0.040916506636985275
ta109	1276789	1234936	0.03389082511158473
ta110	1297859	1250596	0.037792380592933286
ta111	6770710	6698656	0.010756486077207129
ta112	6917121	6770735	0.021620400148580618
ta113	6871170	6739645	0.019515122829169784
ta114	6921363	6785991	0.019948744405938645
ta115	6861538	6729486	0.01962289541875858
ta116	6793473	6724085	0.010319322257229051
ta117	6810722	6691468	0.017821799342087566
ta118	6852778	6783916	0.0101507742725588
ta119	6789282	6711305	0.011618753729714265
ta120	6860331	6755722	0.015484503358782377
