instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14033	14033	0.0
ta002	15263	15151	0.007392251336545442
ta003	13367	13301	0.004962032929854898
ta004	15637	15447	0.012300123001230012
ta005	13649	13529	0.008869835168896445
ta006	13123	13123	0.0
ta007	13660	13548	0.008266902863891349
ta008	13948	13948	0.0
ta009	14352	14295	0.003987408184679958
ta010	12968	12943	0.0019315460094259445
ta011	21181	20911	0.01291186456888719
ta012	22810	22440	0.016488413547237075
ta013	20000	19833	0.008420309585035042
ta014	18805	18710	0.005077498663816141
ta015	18743	18541	0.010894773744673967
ta016	19357	19245	0.00581969342686412
ta017	18377	18363	0.0007624026575178348
ta018	20241	20241	0.0
ta019	20559	20330	0.011264141662567635
ta020	21423	21320	0.004831144465290807
ta021	34033	33623	0.01219403384587931
ta022	31998	31587	0.013011682021084624
ta023	34160	33920	0.007075471698113208
ta024	31844	31611	0.007370851918635918
ta025	34720	34557	0.004716844633504066
ta026	32714	32564	0.004606313720673136
ta027	33161	32922	0.00725958325739627
ta028	32567	32412	0.004782179439713687
ta029	33918	33600	0.009464285714285715
ta030	32791	32262	0.016396999566052943
ta031	65379	64802	0.008904046171414463
ta032	68937	68051	0.013019647029433807
ta033	64165	63162	0.015879801146258827
ta034	69439	68226	0.017779145780201098
ta035	69989	69351	0.009199578953439749
ta036	67440	66841	0.008961565506201283
ta037	66783	66253	0.007999637752252728
ta038	65434	64332	0.017129888702356526
ta039	63788	62981	0.012813388164684587
ta040	69659	68770	0.01292714846590083
ta041	89641	87114	0.029007966572537135
ta042	84435	82820	0.019500120743781695
ta043	81736	79931	0.022581976955123793
ta044	87585	86446	0.013175855447331282
ta045	88457	86377	0.024080484388205193
ta046	88331	86587	0.02014159169390324
ta047	90550	88750	0.02028169014084507
ta048	88526	86727	0.020743251813160838
ta049	87729	85441	0.026778712795964468
ta050	90213	87998	0.025171026614241233
ta051	127281	125831	0.011523392486748099
ta052	120965	119247	0.014407071037426517
ta053	120057	116459	0.0308949930876961
ta054	123500	120261	0.026933087202002312
ta055	123971	118184	0.04896601908887836
ta056	122568	120586	0.01643640223574876
