instance	flowtime	bks	gap ((flowtime - bks) / bks)
ta001	14033	14033	0.0
ta002	15220	15151	0.004554154841264603
ta003	13313	13301	0.0009021878054281633
ta004	15447	15447	0.0
ta005	13529	13529	0.0
ta006	13123	13123	0.0
ta007	13563	13548	0.0011071744906997344
ta008	13948	13948	0.0
ta009	14295	14295	0.0
ta010	12943	12943	0.0
ta011	20958	20911	0.002247620869398881
ta012	22440	22440	0.0
ta013	19833	19833	0.0
ta014	18806	18710	0.0051309460181721
ta015	18644	18541	0.0055552559193139525
ta016	19249	19245	0.00020784619381657575
ta017	18363	18363	0.0
ta018	20241	20241	0.0
ta019	20404	20330	0.0036399409739301526
ta020	21343	21320	0.001078799249530957
ta021	33812	33623	0.005621152187490706
ta022	31597	31587	0.0003165859372526672
ta023	33970	33920	0.001474056603773585
ta024	31783	31611	0.00544114390560248
ta025	34593	34557	0.001041757096970223
ta026	32564	32564	0.0
ta027	32922	32922	0.0
ta028	32412	32412	0.0
ta029	33623	33600	0.0006845238095238096
ta030	32262	32262	0.0
ta031	65165	64802	0.005601678960525909
ta032	68937	68051	0.013019647029433807
ta033	64007	63162	0.01337829707735664
ta034	69311	68226	0.015903028171078474
ta035	70042	69351	0.00996380729910167
ta036	67535	66841	0.010382848850256579
ta037	66767	66253	0.007758139254071514
ta038	65349	64332	0.015808617795187465
ta039	63740	62981	0.012051253552658738
ta040	69685	68770	0.013305220299549222
ta041	89657	87114	0.029191633950914894
ta042	84644	82820	0.022023665781212266
ta043	81460	79931	0.019128998761431735
ta044	87531	86446	0.012551188024894154
ta045	88406	86377	0.023490049434455932
ta046	88538	86587	0.022532250799773636
ta047	90410	88750	0.018704225352112677
ta048	88475	86727	0.02015519964947479
ta049	86859	85441	0.016596247703093363
ta050	89235	87998	0.014057137662219596
ta051	127937	125831	0.016736734191097582
ta052	121781	119247	0.021250010482444
ta053	119424	116459	0.02545960380906585
ta054	123128	120261	0.023839815068891827
ta055	123129	118184	0.0418415352331957
ta056	123219	120586	0.021835038893403876
ta057	126122	122880	0.026383463541666666
ta058	125470	122489	0.024336879229971672
ta059	123987	121872	0.01735427333595904
ta060	126767	123954	0.022693902576762348
ta061	256101	253266	0.011193764658501339
ta062	246036	242281	0.015498532695506457
ta063	240271	237832	0.01025513808066198
ta064	230819	227738	0.013528704037095258
ta065	243552	240301	0.013528865880707945
ta066	235672	232342	0.014332320458634255
ta067	243442	240366	0.012797151011374321
ta068	234307	230945	0.014557578644265951
ta069	251391	247921	0.013996394012608855
ta070	247004	242933	0.016757706857446292
ta071	307138	298385	0.02933458451329658
ta072	280266	274384	0.021437110035570587
ta073	297357	288114	0.03208105125054666
ta074	309029	301044	0.026524361887298866
ta075	291860	284681	0.025217699811367813
ta076	276528	269686	0.02537024539649815
ta077	289793	279463	0.03696374833162172
ta078	297421	290908	0.022388521456955465
ta079	311280	301970	0.030830877239460874
ta080	301673	291283	0.03566977818822245
ta081	380951	365463	0.042379119090031
ta082	386847	372449	0.038657641717389495
ta083	382357	370027	0.03332189272674697
ta084	390350	372393	0.04822056268512029
ta085	382865	368915	0.03781358849599501
ta086	388607	370908	0.04771803250401717
ta087	390050	373408	0.044567872139857745
ta088	393328	384525	0.02289317989727586
ta089	391323	374423	0.045136116103978656
ta090	393991	379296	0.03874282881970809
ta091	1068165	1046314	0.02088378823183098
ta092	1052260	1034195	0.017467692263064508
ta093	1075889	1046902	0.027688360515119848
ta094	1050597	1030481	0.019520980978785636
ta095	1065206	1034027	0.030152984399827085
ta096	1025338	1006195	0.019025139262270237
ta097	1071131	1053051	0.017169158948616925
ta098	1053584	1044875	0.008334968297643259
ta099	1040182	1026137	0.013687256185090296
ta100	1044688	1030299	0.013965848748761282
ta101	1264638	1227733	0.030059467327179443
ta102	1284697	1245271	0.0316605782998239
ta103	1300935	1269673	0.024622087734400906
ta104	1280552	1238349	0.03408005336137066
ta105	1261741	1227214	0.028134457396998405
ta106	1268022	1227604	0.032924298063544924
ta107	1293550	1243707	0.040076159416968786
ta108	1290132	1246123	0.03531673839580844
ta109	1267816	1234936	0.02662486153128583
ta110	1290553	1250596	0.031950366065459986
ta111	6768449	6698656	0.01041895568305045
ta112	6917121	6770735	0.021620400148580618
ta113	6864673	6739645	0.018551125467290933
ta114	6907545	6785991	0.017912490600120158
ta115	6846651	6729486	0.017410690801645177
ta116	6790751	6724085	0.00991450881421041
ta117	6796866	6691468	0.015751102747558532
ta118	6849890	6783916	0.009725061454180742
ta119	6786970	6711305	0.011274260371120073
ta120	6855455	6755722	0.014762744825793601
